,date,bitcoin,close
443,2017-04-11,0.006561209584018181,0.014412269906917501
442,2017-04-12,0.006561209584018181,0.014162268290527734
441,2017-04-13,0.006561209584018181,0.01248714970139893
440,2017-04-14,0.0032806047920090884,0.012393399095252769
439,2017-04-15,0.0016403023960045442,0.012661719795602126
438,2017-04-16,0.0016403023960045442,0.013223145839305
437,2017-04-17,0.004920907188013633,0.013814205695295447
436,2017-04-18,0.006561209584018181,0.01477110843389074
435,2017-04-19,0.004920907188013633,0.014696754504878262
434,2017-04-20,0.004920907188013633,0.015709153291939382
433,2017-04-21,0.006561209584018181,0.015330379291245415
432,2017-04-22,0.0032806047920090884,0.015850856794332725
431,2017-04-23,0.0,0.014530805156067821
430,2017-04-24,0.0032806047920090884,0.016844397700847207
429,2017-04-25,0.008201511980022726,0.017670911665377147
428,2017-04-26,0.008201511980022726,0.01851089554458326
427,2017-04-27,0.011482116772031814,0.020485585036110147
426,2017-04-28,0.00984181437602727,0.020418235462729285
425,2017-04-29,0.006561209584018181,0.020704336450451187
424,2017-04-30,0.006561209584018181,0.0221105955426436
423,2017-05-01,0.016403023960045445,0.026082065185766282
422,2017-05-02,0.01804332635604999,0.027764188130526703
421,2017-05-03,0.021323931148059087,0.029772283010450495
420,2017-05-04,0.0328060479200909,0.03233587717161965
419,2017-05-05,0.029525443128081818,0.033293857503389035
418,2017-05-06,0.016403023960045445,0.034551947534143534
417,2017-05-07,0.016403023960045445,0.035516932221544534
416,2017-05-08,0.021323931148059087,0.04234025219990646
415,2017-05-09,0.036086652712099994,0.04406494007504358
414,2017-05-10,0.031165745524086352,0.04577669683209159
413,2017-05-11,0.039367257504109084,0.04908706306290773
412,2017-05-12,0.0475687694841318,0.04238820509615364
411,2017-05-13,0.049209071880136346,0.046734677163860976
410,2017-05-14,0.039367257504109084,0.046950195798679734
409,2017-05-15,0.06397179344417726,0.04315275745317319
408,2017-05-16,0.05741058386015906,0.042938316411528524
407,2017-05-17,0.042647862296118166,0.048576283898387265
406,2017-05-18,0.03444635031609544,0.05124655978379171
405,2017-05-19,0.042647862296118166,0.05658387877507829
404,2017-05-20,0.04100755990011362,0.0618112832626073
403,2017-05-21,0.04428816469212271,0.05946590171919215
402,2017-05-22,0.08529572459223633,0.06658879259995215
401,2017-05-23,0.09677784136426816,0.07451018002271566
400,2017-05-24,0.10333905094828634,0.08114923156830754
399,2017-05-25,0.1394257036603863,0.07367827809231525
398,2017-05-26,0.10150371615293588,0.06815238029556225
397,2017-05-27,0.09099469514518553,0.05934036211441021
396,2017-05-28,0.05946763212193452,0.06564051060674962
395,2017-05-29,0.05946763212193452,0.07101823934206472
394,2017-05-30,0.05946763212193452,0.06670032349347085
393,2017-05-31,0.05946763212193452,0.07267773283016915
392,2017-06-01,0.05946763212193452,0.07922249497302784
391,2017-06-02,0.038449590106433854,0.08356896704073519
390,2017-06-03,0.038449590106433854,0.08501294189402085
389,2017-06-04,0.038449590106433854,0.08482220790220625
388,2017-06-05,0.048958611114184196,0.09425114817552699
387,2017-06-06,0.06997665312968486,0.10375498117444723
386,2017-06-07,0.05946763212193452,0.09669459069778467
385,2017-06-08,0.048958611114184196,0.10065259042623119
384,2017-06-09,0.048958611114184196,0.10163266141806951
383,2017-06-10,0.048958611114184196,0.10830835113158059
382,2017-06-11,0.048958611114184196,0.10886869958210937
381,2017-06-12,0.06997665312968486,0.09278669905193353
380,2017-06-13,0.05946763212193452,0.09587885266499567
379,2017-06-14,0.05946763212193452,0.08452910255885274
378,2017-06-15,0.06997665312968486,0.08227747162158375
377,2017-06-16,0.05946763212193452,0.08518589559846292
376,2017-06-17,0.038449590106433854,0.09258465033179095
375,2017-06-18,0.038449590106433854,0.08678773785175335
374,2017-06-19,0.038449590106433854,0.08901350655284408
373,2017-06-20,0.048958611114184196,0.09613585863701704
372,2017-06-21,0.048958611114184196,0.09437453259396072
371,2017-06-22,0.048958611114184196,0.09525330982743421
370,2017-06-23,0.048958611114184196,0.09738155634626947
369,2017-06-24,0.038449590106433854,0.09004368562727774
368,2017-06-25,0.038449590106433854,0.08900326941769018
367,2017-06-26,0.048958611114184196,0.08302478248781779
366,2017-06-27,0.05946763212193452,0.08701187723196485
365,2017-06-28,0.05946763212193452,0.08821554880742763
364,2017-06-29,0.038449590106433854,0.08630443731317229
363,2017-06-30,0.038449590106433854,0.08315355487212202
362,2017-07-01,0.027940569098683508,0.08065946547068192
361,2017-07-02,0.027940569098683508,0.0845344905247232
360,2017-07-03,0.038449590106433854,0.08763742006952631
359,2017-07-04,0.027940569098683508,0.08966221764364855
358,2017-07-05,0.038449590106433854,0.08968107552419519
357,2017-07-06,0.038449590106433854,0.09003506488188501
356,2017-07-07,0.027940569098683508,0.08519128356433338
355,2017-07-08,0.027940569098683508,0.08802966398489646
354,2017-07-09,0.027940569098683508,0.08517943003941836
353,2017-07-10,0.038449590106433854,0.07731946542757819
352,2017-07-11,0.048958611114184196,0.07544606969441613
351,2017-07-12,0.038449590106433854,0.07873542285833746
350,2017-07-13,0.038449590106433854,0.07652958963096744
349,2017-07-14,0.038449590106433854,0.06981833934271127
348,2017-07-15,0.038449590106433854,0.05718463696963557
347,2017-07-16,0.05946763212193452,0.053464785332663786
346,2017-07-17,0.048958611114184196,0.06955271262529714
345,2017-07-18,0.048958611114184196,0.07442720534831045
344,2017-07-19,0.048958611114184196,0.07197837486018227
343,2017-07-20,0.048958611114184196,0.10129806873751337
342,2017-07-21,0.048958611114184196,0.09322474067720266
341,2017-07-22,0.038449590106433854,0.1008950488904023
340,2017-07-23,0.038449590106433854,0.09659976249846443
339,2017-07-24,0.038449590106433854,0.09791765895038115
338,2017-07-25,0.048958611114184196,0.08830660543063856
337,2017-07-26,0.048958611114184196,0.08577264508175698
336,2017-07-27,0.038449590106433854,0.09344133690519552
335,2017-07-28,0.048958611114184196,0.10083524246924011
334,2017-07-29,0.038449590106433854,0.0963869378465809
333,2017-07-30,0.038449590106433854,0.09804265975857601
332,2017-07-31,0.048958611114184196,0.10440908023112219
331,2017-08-01,0.11201273716068619,0.09594566344178951
330,2017-08-02,0.09099469514518553,0.0955367168322209
329,2017-08-03,0.05946763212193452,0.10060463752998403
328,2017-08-04,0.048958611114184196,0.10551630721750355
327,2017-08-05,0.06997665312968486,0.12475242296825194
326,2017-08-06,0.048958611114184196,0.12265273266853018
325,2017-08-07,0.06997665312968486,0.13154287635480402
324,2017-08-08,0.0804856741374352,0.1337519423616963
323,2017-08-09,0.05946763212193452,0.12957788520184396
322,2017-08-10,0.05946763212193452,0.131668954756173
321,2017-08-11,0.06997665312968486,0.14618090203169415
320,2017-08-12,0.0804856741374352,0.15879359133787502
319,2017-08-13,0.10150371615293588,0.1689526009866443
318,2017-08-14,0.11201273716068619,0.18252327062459456
317,2017-08-15,0.12252175816843656,0.17480770349808297
316,2017-08-16,0.10150371615293588,0.1852980730478861
315,2017-08-17,0.09099469514518553,0.18287672118569728
314,2017-08-18,0.09099469514518553,0.173659527971086
313,2017-08-19,0.09099469514518553,0.17544186708103715
312,2017-08-20,0.0804856741374352,0.16972846807199182
311,2017-08-21,0.06997665312968486,0.16509912779608488
310,2017-08-22,0.09099469514518553,0.17042136048293416
309,2017-08-23,0.0804856741374352,0.17316922307687335
308,2017-08-24,0.06997665312968486,0.18303782136522434
307,2017-08-25,0.0804856741374352,0.1850270583646015
306,2017-08-26,0.05946763212193452,0.18399256891747143
305,2017-08-27,0.05946763212193452,0.1856348209147904
304,2017-08-28,0.05946763212193452,0.18562296738987535
303,2017-08-29,0.0804856741374352,0.19620277717312828
302,2017-08-30,0.0804856741374352,0.19546354825569992
301,2017-08-31,0.09099469514518553,0.20290379032623057
300,2017-09-01,0.10150371615293588,0.21306657155110917
299,2017-09-02,0.10150371615293588,0.19618930725845213
298,2017-09-03,0.0804856741374352,0.19641506302842474
297,2017-09-04,0.11201273716068619,0.177737679338444
296,2017-09-05,0.10150371615293588,0.1852926850820156
295,2017-09-06,0.09099469514518553,0.19717799899568314
294,2017-09-07,0.0804856741374352,0.1973267068537081
293,2017-09-08,0.09099469514518553,0.17733034911863654
292,2017-09-09,0.06997665312968486,0.17718541283672093
291,2017-09-10,0.05946763212193452,0.17162934243109326
290,2017-09-11,0.06997665312968486,0.1736945497492441
289,2017-09-12,0.06997665312968486,0.17205337534509924
288,2017-09-13,0.11201273716068619,0.15867936646142108
287,2017-09-14,0.14353980018393722,0.11947437160154051
286,2017-09-15,0.16455784219943792,0.14547507850266272
285,2017-09-16,0.10150371615293588,0.14480266036202818
284,2017-09-17,0.0804856741374352,0.14253109395103847
283,2017-09-18,0.09099469514518553,0.1685183309374845
282,2017-09-19,0.0804856741374352,0.16096278639732584
281,2017-09-20,0.06997665312968486,0.15993799528876262
280,2017-09-21,0.06997665312968486,0.14512593831425633
279,2017-09-22,0.06997665312968486,0.14510761923029672
278,2017-09-23,0.048958611114184196,0.1538199600428451
277,2017-09-24,0.048958611114184196,0.14791690463515927
276,2017-09-25,0.05946763212193452,0.161022054021901
275,2017-09-26,0.048958611114184196,0.15920523193037886
274,2017-09-27,0.05946763212193452,0.17581740830220885
273,2017-09-28,0.05946763212193452,0.17441976995540917
272,2017-09-29,0.048958611114184196,0.1737915331349125
271,2017-09-30,0.048958611114184196,0.18325495638980424
270,2017-10-01,0.048958611114184196,0.1867587505953702
269,2017-10-02,0.05946763212193452,0.18705939909094238
268,2017-10-03,0.05946763212193452,0.18211109123550365
267,2017-10-04,0.05946763212193452,0.1773632157104464
266,2017-10-05,0.048958611114184196,0.18269999590514593
265,2017-10-06,0.048958611114184196,0.1849844934342248
264,2017-10-07,0.048958611114184196,0.1880060646943838
263,2017-10-08,0.048958611114184196,0.1978978312359778
262,2017-10-09,0.06997665312968486,0.20660155130313343
261,2017-10-10,0.06997665312968486,0.20713873150041917
260,2017-10-11,0.06997665312968486,0.20953583751619081
259,2017-10-12,0.12252175816843656,0.24296439416634155
258,2017-10-13,0.16455784219943792,0.253756489804891
257,2017-10-14,0.10150371615293588,0.26370159720860264
256,2017-10-15,0.10150371615293588,0.25542568163156226
255,2017-10-16,0.09099469514518553,0.25797957745416455
254,2017-10-17,0.09099469514518553,0.25150970803690537
253,2017-10-18,0.09099469514518553,0.2507112114949019
252,2017-10-19,0.09099469514518553,0.2570598516800755
251,2017-10-20,0.11201273716068619,0.27338161669148725
250,2017-10-21,0.12252175816843656,0.2744672918143867
249,2017-10-22,0.10150371615293588,0.273218361325612
248,2017-10-23,0.11884009909154138,0.26901035998077566
247,2017-10-24,0.12908614445094205,0.24726021935486656
246,2017-10-25,0.11884009909154138,0.25933788365010985
245,2017-10-26,0.10859405373214069,0.2676369674803932
244,2017-10-27,0.08810196301333932,0.2609596613771209
243,2017-10-28,0.07785591765393864,0.2594612680685435
242,2017-10-29,0.07785591765393864,0.28105408009103505
241,2017-10-30,0.10859405373214069,0.2797976064500417
240,2017-10-31,0.12908614445094205,0.2980019267365952
239,2017-11-01,0.14957823516974342,0.31410709552001415
238,2017-11-02,0.2213005526855482,0.33087390651232657
237,2017-11-03,0.19056241660734616,0.3378383911964948
236,2017-11-04,0.14957823516974342,0.34711592962885535
235,2017-11-05,0.13933218981034273,0.3485954650568861
234,2017-11-06,0.14957823516974342,0.32787065433612717
233,2017-11-07,0.13933218981034273,0.33442349842779157
232,2017-11-08,0.1598242805291441,0.3514122936139673
231,2017-11-09,0.14957823516974342,0.33438039470082775
230,2017-11-10,0.18031637124794547,0.3060698668310356
229,2017-11-11,0.18031637124794547,0.2920320605521156
228,2017-11-12,0.2213005526855482,0.2700744832401933
227,2017-11-13,0.19056241660734616,0.30290982484800544
226,2017-11-14,0.14957823516974342,0.30701868762082507
225,2017-11-15,0.14957823516974342,0.3436455408116863
224,2017-11-16,0.14957823516974342,0.3736107130002996
223,2017-11-17,0.18031637124794547,0.3648444925290465
222,2017-11-18,0.12908614445094205,0.36921736562951907
221,2017-11-19,0.11884009909154138,0.38249008075483243
220,2017-11-20,0.17007032588854482,0.3913344267312072
219,2017-11-21,0.18031637124794547,0.3843634764879945
218,2017-11-22,0.14957823516974342,0.39418519947327235
217,2017-11-23,0.13933218981034273,0.38261292637667915
216,2017-11-24,0.12908614445094205,0.3941927426254911
215,2017-11-25,0.13933218981034273,0.42313851167141164
214,2017-11-26,0.2213005526855482,0.4522135918982234
213,2017-11-27,0.31351496092015435,0.47849608941437116
212,2017-11-28,0.3544991423577571,0.4914514533499138
211,2017-11-29,0.6208963217021748,0.4822816742349627
210,2017-11-30,0.48769773202996597,0.5008696176914936
209,2017-12-01,0.36474518771715775,0.5408483244503736
208,2017-12-02,0.2827768248419523,0.5461824106621379
207,2017-12-03,0.2827768248419523,0.5595768938161237
206,2017-12-04,0.3340070516389557,0.5775726998234902
205,2017-12-05,0.3340070516389557,0.5915544712573573
204,2017-12-06,0.4672056413111646,0.7195078847492548
203,2017-12-07,0.9487697732029966,0.9139164692875169
202,2017-12-08,0.8668014103277911,0.8422403593126679
201,2017-12-09,0.5696660949051714,0.7672829781227034
200,2017-12-10,0.5286819134675687,0.7822184195156433
199,2017-12-11,0.6004042309833735,0.8620357459207709
198,2017-12-12,0.5901581856239728,0.8878225505768357
197,2017-12-13,0.5286819134675687,0.8335549583294719
196,2017-12-14,0.4569595959517639,0.8419494091556625
195,2017-12-15,0.4057293691547605,0.9035284710892527
194,2017-12-16,0.4057293691547605,1.0
193,2017-12-17,0.4672056413111646,0.9807865137059074
192,2017-12-18,0.4569595959517639,0.9793533147843628
191,2017-12-19,0.4979437773893666,0.90728927126684
190,2017-12-20,0.7028646845773802,0.8452145164731667
189,2017-12-21,0.4979437773893666,0.800941600915523
188,2017-12-22,1.0,0.6947394056427088
187,2017-12-23,0.6106502763427741,0.7414746216031569
186,2017-12-24,0.4672056413111646,0.6998040935609496
185,2017-12-25,0.39548332379535983,0.7052351631583824
184,2017-12-26,0.39548332379535983,0.8169384715849455
183,2017-12-27,0.37499123307655846,0.80285971676541
182,2017-12-28,0.36474518771715775,0.7364799772412322
181,2017-12-29,0.32376100627955506,0.7391577962788553
180,2017-12-30,0.31351496092015435,0.6473468578460636
179,2017-12-31,0.25203868876375024,0.7122287428582511
178,2018-01-01,0.25203868876375024,0.6853320172328701
177,2018-01-02,0.293022870201353,0.7567171770507136
176,2018-01-03,0.293022870201353,0.7685114343411702
175,2018-01-04,0.293022870201353,0.7899663144373777
174,2018-01-05,0.2827768248419523,0.8885822537645717
173,2018-01-06,0.25203868876375024,0.893835520488279
172,2018-01-07,0.24179264340434958,0.8372942066435773
171,2018-01-08,0.2725307794825516,0.7668465528871954
170,2018-01-09,0.25203868876375024,0.73588191302961
169,2018-01-10,0.2725307794825516,0.7562430360541124
168,2018-01-11,0.31351496092015435,0.671786671034511
167,2018-01-12,0.25203868876375024,0.7027566988579668
166,2018-01-13,0.2213005526855482,0.7232094173022671
165,2018-01-14,0.21105450732614753,0.6915174020521684
164,2018-01-15,0.19056241660734616,0.6940928497382525
163,2018-01-16,0.4159754145141612,0.5685909607174183
162,2018-01-17,0.5696660949051714,0.5523246917544725
161,2018-01-18,0.3852372784359591,0.5677504380416252
160,2018-01-19,0.2827768248419523,0.5748894928199966
159,2018-01-20,0.2213005526855482,0.644491235934715
158,2018-01-21,0.21105450732614753,0.5744961713114524
157,2018-01-22,0.25203868876375024,0.5384668435356262
156,2018-01-23,0.2315465980449489,0.5350724250372307
155,2018-01-24,0.21105450732614753,0.5615273374612335
154,2018-01-25,0.20080846196674684,0.5561393715907645
153,2018-01-26,0.21105450732614753,0.5513979616247519
152,2018-01-27,0.17007032588854482,0.5659077537139249
151,2018-01-28,0.1598242805291441,0.5845285637622656
150,2018-01-29,0.17007032588854482,0.558132918962838
149,2018-01-30,0.19056241660734616,0.49401073713838656
148,2018-01-31,0.20080846196674684,0.500196121957685
147,2018-02-01,0.2725307794825516,0.443592307708886
146,2018-02-02,0.37499123307655846,0.42528453847761943
145,2018-02-03,0.2315465980449489,0.4438277618174255
144,2018-02-04,0.19056241660734616,0.39544921626648444
143,2018-02-05,0.36474518771715775,0.32423431617014764
142,2018-02-06,0.44671355059236323,0.3672696159673446
141,2018-02-07,0.2827768248419523,0.36011978525723226
140,2018-02-08,0.2315465980449489,0.3948339105640769
139,2018-02-09,0.20080846196674684,0.4202322428808806
138,2018-02-10,0.14957823516974342,0.4140317717571449
137,2018-02-11,0.13933218981034273,0.3875267512505469
136,2018-02-12,0.1598242805291441,0.4304472873747028
135,2018-02-13,0.13933218981034273,0.41276075060830125
134,2018-02-14,0.14957823516974342,0.4610541662984889
133,2018-02-15,0.1598242805291441,0.4972489046265385
132,2018-02-16,0.13933218981034273,0.500885781589105
131,2018-02-17,0.12908614445094205,0.5482352256587866
130,2018-02-18,0.13933218981034273,0.5180141250913259
129,2018-02-19,0.12908614445094205,0.5543020752289346
128,2018-02-20,0.13933218981034273,0.5639142063418513
127,2018-02-21,0.13933218981034273,0.525481845787796
126,2018-02-22,0.12908614445094205,0.4885527277116015
125,2018-02-23,0.11884009909154138,0.5045064946540603
124,2018-02-24,0.09834800837274,0.4782116048164104
123,2018-02-25,0.08810196301333932,0.4702190962441567
122,2018-02-26,0.10859405373214069,0.5080410002650879
121,2018-02-27,0.10859405373214069,0.5273784097742011
120,2018-02-28,0.09834800837274,0.5097220456166742
119,2018-03-01,0.09834800837274,0.5395228848462382
118,2018-03-02,0.09834800837274,0.5468181906348532
117,2018-03-03,0.08810196301333932,0.5685478569904546
116,2018-03-04,0.07785591765393864,0.569781701174792
115,2018-03-05,0.08810196301333932,0.5730521964581666
114,2018-03-06,0.08810196301333932,0.5303040752418657
113,2018-03-07,0.10859405373214069,0.4864282527688756
112,2018-03-08,0.09834800837274,0.45568667469832774
111,2018-03-09,0.11884009909154138,0.45259074950915623
110,2018-03-10,0.07785591765393864,0.42718379644695975
109,2018-03-11,0.07785591765393864,0.46558005762968285
108,2018-03-12,0.08810196301333932,0.4454554663068942
107,2018-03-13,0.08810196301333932,0.44490212221199704
106,2018-03-14,0.10859405373214069,0.39506128272381064
105,2018-03-15,0.11884009909154138,0.3967342461265913
104,2018-03-16,0.09834800837274,0.39875419453143013
103,2018-03-17,0.08810196301333932,0.3760455347771645
102,2018-03-18,0.10859405373214069,0.3925758140677633
101,2018-03-19,0.09834800837274,0.414503218770811
100,2018-03-20,0.09834800837274,0.42974146384567136
99,2018-03-21,0.08810196301333932,0.43059330124979256
98,2018-03-22,0.08810196301333932,0.4197737269853037
97,2018-03-23,0.07785591765393864,0.4279176373985177
96,2018-03-24,0.05736382693513728,0.4165220895824757
95,2018-03-25,0.05736382693513728,0.40723646920130946
94,2018-03-26,0.09834800837274,0.3918064125414603
93,2018-03-27,0.08810196301333932,0.3715282641913633
92,2018-03-28,0.07785591765393864,0.37807140994446076
91,2018-03-29,0.09834800837274,0.33557221275137555
90,2018-03-30,0.10859405373214069,0.320745608269019
89,2018-03-31,0.07785591765393864,0.3252181587380953
88,2018-04-01,0.07785591765393864,0.3182515188675788
87,2018-04-02,0.09834800837274,0.33115946870346147
86,2018-04-03,0.08810196301333932,0.3512194044358045
85,2018-04-04,0.07785591765393864,0.31876930238773094
84,2018-04-05,0.08810196301333932,0.31648642124841325
83,2018-04-06,0.08810196301333932,0.30704939902628675
82,2018-04-07,0.06760987229453796,0.3218539128485744
81,2018-04-08,0.06760987229453796,0.3279116028767427
80,2018-04-09,0.07785591765393864,0.3142913639527841
79,2018-04-10,0.07785591765393864,0.31774127849964545
78,2018-04-11,0.06760987229453796,0.3249374457162438
77,2018-04-12,0.07785591765393864,0.3745568398071539
76,2018-04-13,0.08810196301333932,0.3749183723170624
75,2018-04-14,0.05736382693513728,0.37978262790492173
74,2018-04-15,0.05736382693513728,0.3982563464849988
73,2018-04-16,0.06760987229453796,0.3836851315849025
72,2018-04-17,0.05736382693513728,0.37524865462492213
71,2018-04-18,0.06760987229453796,0.3893290258342187
70,2018-04-19,0.06760987229453796,0.39638133436207557
69,2018-04-20,0.06760987229453796,0.42609704373088614
68,2018-04-21,0.06760987229453796,0.42877755675144447
67,2018-04-22,0.05736382693513728,0.4237602829328637
66,2018-04-23,0.06760987229453796,0.43067950870371996
65,2018-04-24,0.07785591765393864,0.47198473265990937
64,2018-04-25,0.07785591765393864,0.4260921945616027
63,2018-04-26,0.05736382693513728,0.44957133343534544
62,2018-04-27,0.05736382693513728,0.4337059291331624
61,2018-04-28,0.047117781575736595,0.4531796541787985
60,2018-04-29,0.047117781575736595,0.4569835580833496
59,2018-04-30,0.047117781575736595,0.4473644226148013
58,2018-05-01,0.05736382693513728,0.44081588889583334
57,2018-05-02,0.047117781575736595,0.44711495979499866
56,2018-05-03,0.05736382693513728,0.47448259363745887
55,2018-05-04,0.05736382693513728,0.4721603803472867
54,2018-05-05,0.05736382693513728,0.4806404998308178
53,2018-05-06,0.047117781575736595,0.4696840712332191
52,2018-05-07,0.06760987229453796,0.4545013222068246
51,2018-05-08,0.05736382693513728,0.44705569217042346
50,2018-05-09,0.047117781575736595,0.45192425813097925
49,2018-05-10,0.047117781575736595,0.4367711429168723
48,2018-05-11,0.06760987229453796,0.4043113425302318
47,2018-05-12,0.047117781575736595,0.4077273128921091
46,2018-05-13,0.047117781575736595,0.4195296521313715
45,2018-05-14,0.047117781575736595,0.419144412571633
44,2018-05-15,0.047117781575736595,0.4080231122183979
43,2018-05-16,0.047117781575736595,0.40039644652874906
42,2018-05-17,0.047117781575736595,0.38560594141772464
41,2018-05-18,0.047117781575736595,0.3940461899538143
40,2018-05-19,0.03687173621633592,0.39384198604732357
39,2018-05-20,0.03687173621633592,0.40817774683888036
38,2018-05-21,0.047117781575736595,0.4030990502093763
37,2018-05-22,0.047117781575736595,0.38277510414938026
36,2018-05-23,0.05736382693513728,0.3566995045226585
35,2018-05-24,0.05736382693513728,0.35829003204762094
34,2018-05-25,0.047117781575736595,0.3525141326344783
33,2018-05-26,0.03687173621633592,0.34581904624383347
32,2018-05-27,0.03687173621633592,0.34648392123224936
31,2018-05-28,0.047117781575736595,0.33397144809125917
30,2018-05-29,0.05736382693513728,0.3521073412112578
29,2018-05-30,0.03687173621633592,0.34854751216063895
28,2018-05-31,0.03687173621633592,0.353270064246105
27,2018-06-01,0.03687173621633592,0.35581749450966277
26,2018-06-02,0.026625690856935235,0.36131321969754115
25,2018-06-03,0.03687173621633592,0.36545117748606126
24,2018-06-04,0.03687173621633592,0.35436382131781025
23,2018-06-05,0.03687173621633592,0.3607911258046927
22,2018-06-06,0.03687173621633592,0.3618805725037015
21,2018-06-07,0.03687173621633592,0.36318769302387727
20,2018-06-08,0.03687173621633592,0.3603148296217432
19,2018-06-09,0.026625690856935235,0.3553072541417293
18,2018-06-10,0.047117781575736595,0.3151151839343789
17,2018-06-11,0.06760987229453796,0.32162923467177584
16,2018-06-12,0.05736382693513728,0.3041420526425817
15,2018-06-13,0.06760987229453796,0.29161718718008944
14,2018-06-14,0.05736382693513728,0.30915232210553084
13,2018-06-15,0.047117781575736595,0.2973650691707058
12,2018-06-16,0.026625690856935235,0.30240712763229066
11,2018-06-17,0.026625690856935235,0.299665191800809
10,2018-06-18,0.03687173621633592,0.3123565454086987
9,2018-06-19,0.03687173621633592,0.31424879902240743
8,2018-06-20,0.047117781575736595,0.31460494356644547
7,2018-06-21,0.03687173621633592,0.3120828367424789
6,2018-06-22,0.047117781575736595,0.277273883236314
5,2018-06-23,0.03687173621633592,0.2815190615456565
4,2018-06-24,0.047117781575736595,0.2820982678767319
3,2018-06-25,0.047117781575736595,0.28619042795535315
2,2018-06-26,0.03687173621633592,0.2778116022301868
1,2018-06-27,0.03687173621633592,0.28123080537158646
0,2018-06-28,0.03687173621633592,0.26756207475479366
